"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1932431228382355554","Tue Jun 10 13:45:17 +0000 2025","0","@bleuunam ITS OKK BYY hpku mentok ios16 soalnyaa kmu tau cara lain gk yh","1932433893967487253","","bleuunam","in","","0","1","0","https://x.com/undefined/status/1932433893967487253","1101398862755848192",
"1932318732283679182","Tue Jun 10 08:01:11 +0000 2025","0","@callmegyub aku yg stuck di ios16 ini cuma bisa menangis di pojokan ","1932347294764159326","","callmegyub","in","","0","0","0","https://x.com/undefined/status/1932347294764159326","1398697376798306304",
"1932297228997296412","Tue Jun 10 04:42:14 +0000 2025","0","dah nak ios26 dah aku still stuck kat ios16 sebab storage tak pernah cukup https://t.co/ztDFb3Kh0R","1932297228997296412","https://pbs.twimg.com/media/GtDmFjEbkAAP4i2.jpg","","in","","0","1","0","https://x.com/undefined/status/1932297228997296412","120477733",
"1931186039902929240","Sat Jun 07 03:06:49 +0000 2025","0"," Tip: Kalau anda masih guna peranti lama ini mungkin masa sesuai untuk pertimbang upgrade. #YouTube #Apple #iPhone #iOS16 #Teknologi #InfoGadget","1931186052896633172","","k4ito1304","in","","0","1","0","https://x.com/undefined/status/1931186052896633172","1881491858486067200",
"1930620145740988875","Thu Jun 05 13:38:06 +0000 2025","0","Faklah gabisa nyoba ini karena because gue stuck di ios16","1930620145740988875","","","in","","0","0","0","https://x.com/undefined/status/1930620145740988875","1194061419185987584",
"1929915253669732597","Tue Jun 03 14:57:07 +0000 2025","0"," YouTube tak lagi mendukung iPhone &amp; iPad lama seperti iPhone 6s SE gen 1 iPad mini 4 dll. Pengguna tak bisa lagi update aplikasi. Cek daftar lengkap dan solusi alternatifnya. Selengkapnya: [https://t.co/umX6fJFo6d ] #YouTube #iOS16 #Apple #iPad #iPhone https://t.co/FdpdINESp3","1929915253669732597","https://pbs.twimg.com/media/GshvsjdXIAAbICQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1929915253669732597","615964857",
"1926843612760821787","Mon May 26 03:31:30 +0000 2025","2","https://t.co/Wpt9axT97N Nggak Lagi..? #iPhone8 #AppleiPhone #iOS16","1926843612760821787","","","in","","0","0","0","https://x.com/undefined/status/1926843612760821787","1704496556722778112",
"1925145089762013680","Wed May 21 11:39:26 +0000 2025","0","@sjaeyuun_ singkatnya kalo ip punya ios16 yg terbaru samsung punya one ui7","1925154463133896840","","sjaeyuun_","in","","0","1","0","https://x.com/undefined/status/1925154463133896840","1798313869171159040",
"1918103245496660411","Fri May 02 00:40:25 +0000 2025","0","aku punyalah bertahan daripada ios16 takkan sebab app adidas ni nak kena upgrade ios malasnyaaaa https://t.co/vl9pV863ng","1918103245496660411","https://pbs.twimg.com/media/Gp54u40awAEdI_q.jpg","","in","","0","0","0","https://x.com/undefined/status/1918103245496660411","371627218",
"1912391580968972549","Thu Apr 17 03:40:53 +0000 2025","0","@txtfrombrand Airpods pro gen 1 gua yang kanan rusaknya samaan pula. Udeh di bersihin di korek bagian magnet case dan besinya bersihin buat kekuping dan batrenya juga sama aja. Liat komenan update ios. Duh apalah gua pemakai ipon 8 yang mentok di ios16. Upgrade ipon masih belum butuh","1912712844799316308","","txtfrombrand","in","","0","0","0","https://x.com/undefined/status/1912712844799316308","167355271",
"1911867069383004582","Tue Apr 15 04:46:34 +0000 2025","0","@tanyakanrl kalau gue pribadi sih lack of customization sama ini terakhir gue pake iphone ios16 ga nyaman sama slide down dikiri buat notif slide down dikanan buat control panel. iphone selalu jadi second phone gue main phone tetep di andro.","1912004601378967850","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1912004601378967850","1615565464645820418",
"1907746052477968560","Fri Apr 04 04:44:35 +0000 2025","3","@babiesfroggg @seterahdeh Bukan yang plus sih pokoknya selama whatsapp nggak mentok di ios16 belum tergiur untuk update https://t.co/d5c1EoAojO","1908017832895590618","https://pbs.twimg.com/media/GnqkGbhbMAAeQx2.jpg","babiesfroggg","in","","0","0","0","https://x.com/undefined/status/1908017832895590618","167355271",
"1896773453468057757","Tue Mar 04 04:03:26 +0000 2025","0","mengsedih tdk bisa buka wv karena harus ios16","1896773453468057757","","","in","","0","0","0","https://x.com/undefined/status/1896773453468057757","952645166",
"1896386063163420937","Mon Mar 03 02:24:05 +0000 2025","0","ehh sebel bgtt sm ios baruu bisa di downgradeee ga sihh mau balik ke ios16galeriny pusingg","1896386063163420937","","","in","","0","0","0","https://x.com/undefined/status/1896386063163420937","1364905620026003459",
"1889335530636374525","Tue Feb 11 15:27:47 +0000 2025","0","jujurr udah muak bangett sama nie ip7bismillah tahun inii bisa kebeli hp baruu soalnyaaa udh muakk bangett panas iya ngelag iya bateri cepet banget abisssAMPE GA BISA BUKA WV KRNA GABISA UPDATE IOS16 https://t.co/7AonrUUFxR","1889335530636374525","https://pbs.twimg.com/media/GjhEpbGaAAA-wH8.jpg","","in","","0","0","0","https://x.com/undefined/status/1889335530636374525","1275241240447954944",
"1885700935411736907","Sat Feb 01 17:50:13 +0000 2025","0","@tanyarlfes ip 8 plus hp lamaku gak bs download word bjir ios ku mampet di ios16 ","1885747496363884794","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/1885747496363884794","1326527586919305219",
"1880121466148253999","Fri Jan 17 05:16:21 +0000 2025","3","VisionKit min iOS 13 fakat visiualLookup min iOS16 destekliyor. https://t.co/kmFoJ2CcrG","1880121963487850562","","BurkanYilmaz","in","","0","0","0","https://x.com/undefined/status/1880121963487850562","636414699",
